Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment
314723,B0045TLSA8,A309QR8DSYJXBC,Avid Reader,0,0,4,1329868800,Natural Crunchy... Find or fad?,"""Natural"" peanut butters are an interesting trend, especially since the nutrition facts on the label are generally identical to traditional peanut butter, but since I'm making an effort lately to feed my kids more foods that come from a farm and fewer that come from a lab I thought I'd give it a try.<br /><br />There is a pretty big difference in taste and texture between this natural and ""regular"" peanut butter. Though the label is fairly unconvincing (it still contains sugar, palm oil, salt and molasses as well as peanuts) you can tell that something major changed. This is thicker and a bit trickier to spread, especially the chunky variety (natural creamy is also thicker, but not as difficult to spread) the peanuts stick and it's pretty tough to make an even layer on bread unless you really use a lot.<br /><br />The flavor is much more like real peanuts, I like it better but you may have to get used to it if you're really into ""regular"" peanut butter.<br /><br />There is also a little oil separation, but not enough to be a problem.<br /><br />Overall, I'm a fan. It seems like traditional peanut butter contains more sugar and oil, which is basically frosting, and even though the fat content is the same or very close, I still suspect the fat and calories coming from real peanuts are more healthy, and the taste is definitely more authentic. However, I don't imagine this is going to appeal to everyone, especially those used to the taste and consistency of regular peanut butter, or those who don't want to pay the extra cost. I prefer natural, but I'm not giving up regular peanut butter completely.",positive
204804,B0006G5KEY,ALW66VX5USY2S,"Saga Ruby ""Saga Ruby""",1,1,5,1274486400,Great for a Bento Box Breakfast,"I recently discovered this seasoning at Foodland in Maui.  It was used as a flavouring for a bento-box breakfast with steamy rice as a base, two slices of Spam, and scrambled eggs.  The green of the seaweed was the colour that attracted me then the taste made me a fan of the Furikake.<br /><br />I declared this delish dish as my new fav food and was not alone.  I had to get to Foodland every day by 7:30am to beat the surfers to this delish dish.  The Deli guy told me about the seaweed seasoning being Furikake - I brought home two bottles and am now delighted to find it on Amazon.<br /><br />Ruby",positive
170335,B000MXEN9Y,A226GFM0Q9L37H,Marisa Nitsch,0,0,5,1316304000,"Tasty, Easy to Chew an Grab, Approval of a 13 month old","My daughter loves these snacks. They are tasty, and almost have the feeling of melting in your mouth. They are soft, not gooey like some other fruit snacks. We tried a few other brands when we couldn't find these in the store but she hated them, and I don't blame her, again very gummy, too gummy for a toddler. We reordered these off amazon and daughter and mommy are quite happy. The packs make it easy to grab one on the go with you. The different flavors are nice letting her taste a variety of flavors. They aren't cheap but at the same time, what baby food is cheap in price? Least I know she eats them and doesn't waste them and don't have to worry about her choking since they are not gummy like other brands.",positive
503865,B000W73PH6,A16W16G3HP8FO8,"J. Schutte ""jen_schutte""",0,0,5,1330646400,Spa in a Jar,"When you first open a jar, you think you are in a spa with the herb mix and it smells so good! It also tastes wonderful! I use it on everything from meats to risotto to salads. I suggest that after you use a little bit, to shake it before you use it so that the mix stays mixed as after a while the lighter herbs and pepper can sink to the bottom and the end of the bottle can be a bit heavy on only certain things but to do a little shake simply restores the mix. I have gone through many bottles since my cousin turned me on to this and given many for gifts! It is really wonderful and my go-to jar so it sits on the counter with at least one in reserve (sometimes several as I give them away).",positive
360496,B000LT0STS,AQENDTIJEB5IF,"willy spanker ""Indy 500 fan.""",0,0,2,1328313600,Rubber gum.,"Good flavor but it's like chewing on rubber after about 20 minutes or so.Have the headache meds close by , you'll need them chomping on this gum.",negative
275789,B000EVLS2O,A23S0IA62O37KN,Erica L. Hill,0,0,5,1302480000,My son's favorite healthy cereal.,I love the whole grain (gluten free) puffed cereals. Especially with strawberries & stevia. Excellent cereal and hard to find for a good price at grocery stores (at least in my area).,positive
184722,B000I6RDXS,A3LB629FU84WU3,Kay Right,0,0,5,1223510400,Great Coffee,"This is the best coffee I have ever tasted!  I especially like the perfect potful packages.  I share them with friends, and they have all enjoyed them as much as I have.",positive
512562,B001EO6E06,A2UBSGFCP2QFNV,"Greg Ehrbar ""'MouseTracksOnline'""",2,3,4,1212451200,My wife and I found lots of tasty uses for this fine product,"Well, maybe it's not as versatile as Saturday Night Live's ""Shimmer"" (It's a floor wax! It's a dessert topping!) but this has food uses beyond what the bottle says. We started out mixing a nice vinaigrette dressing, but we ended up sprinkling it on grilled tomatoes, over roast chicken and in scrambled eggs with cheese. The only thing I wasn't crazy about was when we tried mixing it in with the chicken salad -- combined with mayo, it was a little too sweet.<br /><br />I like subtle flavorings and often what is passed off as ""Italian"" is anything but. This particular product is a very simple and unobtrusive blend that we enjoyed very much.",positive
324852,B000E65ORY,A1GKNEEP1PAOJ5,Virginia R. McCollum,0,0,2,1342828800,Hate the formula change..,I have drank this tea for years.. loved it and then I bought it again a few days ago and noticed right away the formula is changed. Now it tastes like chocolate/vanilla tea which I do not like. I'm stuck with five boxes of the stuff plus one box with one bag out of it. Just dislike the taste so much but I really need the milk thistle that's in it. Also I'm wondering just how much milk thistle it could have now that they've added all the other stuff to it.,negative
406588,B0032COF5O,A37B1BE3EJJMSL,Misty,0,1,5,1318118400,Great Coffee!!,I am all about fair trade coffee! When i tried this coffee it needed nothing added to it. No cream no sugar. Just black coffee the way coffee should be drank. There is no bitter taste what so ever. Very smooth.,positive
474628,B005W0O5JK,A23NN75X13D63W,connie nunn,0,0,1,1351123200,Didn't last a night,"I gave my Aussie a bone in the evening and he had it all chewed up in a couple of hours. That is way too much money to spend for such a short ""chew"" time. They are good bones, perhaps for a dog with less sharp teeth.",negative
209119,B00004RAMY,ACI5MU4FJ40P9,Devin K. Beurskens,1,1,5,1273190400,Moles!,First 24 hours and we caught our first mole and only set 1 of our traps! Good news. ;),positive
502526,B0083T5TAQ,A2WR3OAS64XZXF,knj,1,2,1,1324080000,Not great,"Six of the 24 K-cups were one flavor - Wild Mountain Blueberry.  Ugh.  I wouldn't mind one or two weird flavors, but six?",negative
50829,B001EPPV8Q,AMLOW6OHX7QTL,T. Beaulieu,0,0,1,1349136000,Tastes like dip,"Yes, dip, as in tobacco snuff. I like pomegranate. I like white tea. So why the hell does this taste like snuff? Brought me back to the two weeks I dipped in college and I couldn't even finish a small cup of this junk. I got it at Whole Foods and will try to return it next time I'm there.",negative
35388,B000GW46D4,A3FINMLII6FWSI,"J. Gordon ""John R. Gordon""",0,0,5,1243036800,Like BBQ Beef? Buy this.,"Do U like BBQ beef snacks??? Then buy this one, I think you'll love it.",positive
228343,B003VXHGPK,AY2K56GDX6CBD,Denise M. Guthrie,1,4,1,1292371200,Taste like old socks,I thought this coffee was really horrible. Had one cup and will throw the rest away because it can't be returned.,negative
249788,B00020UGMU,A3FFTZ804N6P2S,"David Q. Ziegler ""Texasdave""",0,0,5,1193961600,Excellent chocolates,Gave these to my dad for his birthday.  They received rave reviews.  Highly recommended.,positive
302499,B000YC317I,A87HEU6U0GJ92,Scott Mathes,30,30,2,1318204800,30% Juice,"I received my 3 bottles of this product today.  Upon looking at the label on the bottle, it is only 30% juice and there is sugar and grape juice included as a sweetner. The balance of the product is citric acid as an acidity regulator.  I am very disappointed that this did not show up the description when I ordered it.",negative
121507,B001SB41CI,A3IY316DRNF5F2,Green Onions,0,0,1,1298160000,This is NOT jasmine rice,"Being Asian, I can tell you this is NOT jasmine rice and I LOVE jasmine rice. A long grain, but it is definitely a NOT true jasmine rice which has a very noticeable and delicious aroma both in its uncooked form as well as cooked. Disappointed to say the least.",negative
81785,B005CUU25G,A3I9XZGYARBLS4,B L,0,1,4,1317600000,my dogs love it,"I got this thinking my chubby lil dog might benifit from a treat that was tasty but didn't add extra lbs. She's very picky  and I wasn't sure she would take to the new style treat. She loved the Bacon flavor and the hands on attention she got while I held the bottle. Our other dogs loved the  treat as well, the only downside of the treat is that u have to hold the bottle and squeeze it gently for the dog. And one can't be.shared one dog always wants to be first.",positive
374050,B000EDM6PA,A3MPR7F6OD58CN,starlog,1,1,5,1280793600,Yum,"I love these sweet nuggets of goodness!  I mostly use them in oatmeal but I'm sure they'd be great in baked goods, too.  They're rolled in oat powder so they don't stick together.  Sometimes I eat them straight out of the package.",positive
111401,B0006ZN52E,A1224W7AK4K6JH,meri,0,0,5,1339977600,Great price and fast shipping,I use this alot in making my all purpose flour into bread flour for my bread machine. It's very inexpensive when compared to buying bread flour each week. Kudo's to the company!,positive
101574,B001BM368E,A26RIN52UDSLHV,"Denise Fletcher ""FirstTimeMom""",4,5,1,1299110400,DO NOT BUY---HAS BPA IN LIDS!!,"I absolutely LOVED EB food...as did my baby.  That is, until I read that EB uses BPA in the sealing of their lids!!!!  How in the world does a company who cares about organic, gluten free, kosher, and products free of being genetically modified think that it is okay to use BPA?!!?  I called EB to verify this information and the lady admitted it.  (But they are ""looking into an alternative packaging"". That can't happen fast enough!!!!)",negative
118523,B001EO7IW4,A3J0J4DXDMQTIN,AvidReader,4,4,2,1302739200,Not just a pepper flavor.,"I was really excited to have a blend of peppercorns.  However, since there is allspice mixed in with these it really throws the flavor off of, well, all of my dishes.  You can taste the pepper yet you also taste a earthy, kind of pungent bite as well.  I even tried picking through the peppercorns and removing the allspice.  It was too late, the flavor is still mixed in there.  &lt;shrug>  Too bad.",negative
119129,B000G1CG5U,A2K4Q4I8MPUMQU,"Mary-Ann ""mag89""",0,0,5,1184371200,My dogs love them,I order these all the time from Sit Stay.  I highly recommend Sit Stay and Yummie Chummies!,positive
84496,B0002DJNIU,AYQ8RLE0K6RU8,"M. Brown ""TankerToys.com""",0,0,4,1187913600,3 out of 4 Paws,"First Impression: The friendly folks over at ""Exclusively Dog"" heard about my website and sent me 5 of their products to test.<br />Let me just start off by saying that I Love how sweet all of these treats taste. Dad was/is considering trying one because they look and smell so much like human cookies. Plus the ingredients are very straight forward, they are probably healthier than most the stuff Mom eats... But there in lies the problem. Dad thinks that they are too sweet for a puppy of any age. The second ingredient in almost all of them is sugar. As we all know puppies have a hard time processing sugar, and just like humans can develop diabetes.<br /><br />Conclusion: Your puppy is nearly guaranteed to LOVE the taste. However these should only be used as an occasional treat! If you were to feed your puppies these sugary sweet morsels every day, they would soon plump up. If you puppy is already overweight or does not exercise regularly, you may want to think twice. On the PRO side they are all natural, with no animal bi-products! 3 out of 4 paws, because Dad made me! If we were judging on taste alone they would be a 4.",positive
200252,B001SIY3EC,A8ABE6F2W944A,Laraine,0,0,4,1317859200,Very Convenient,"Love Jack Links, so I was thrilled to see these easy to grab individually wrapped packages on Amazon with the Subscribe and Save option.  I have a son in college so I have them sent to him. It is pricier than going to a warehouse store and buying in bulk but you are paying for the convenience of the 100 calorie packs.  I have them in my pantry at home also, and my 2 adult daughters use them for their lunches also. I would have given 5 stars if the price was a bit lower.",positive
466385,B0057ISDW2,A2L84KIT7PAZ0J,Anastasia Toomey,3,4,2,1323129600,Did I get ripped off?,I was supposed to get 2 boxes of Jelly Beans in this package - but only one came.  So I paid $12 for a single little box of Jelly Beans?  Can't get in touch with the shipper to get another...not feeling good about this purchase.,negative
558030,B000EM9E2Y,AOF4UWSOLXBSU,"D. Healey ""Nursing Student""",0,0,2,1295481600,Eeeeewwww....,"Although these are low-carb, they are really not low-calorie, and more importantly they taste disgusting!  They look like poop, and taste like cardboard and/or burnt butter.  They're just gross, and I wouldn't recommend them to anyone!",negative
46461,B002GJ9JWS,A2HDK6H1UDXASX,Olga Figueroa,0,0,5,1335139200,Love the lowfat peanut butter,"I really love this product!  It taste so good without all the fat and heart burn.  I like to mix it with strawberry jelly, equal parts and spread on my toast.  It has only 1.5 g of fat while peanut butter has 17g/ serving.  It is a guilty pleasure with little fat and calories.",positive
430194,B005K4Q1T0,ADKBNA7OMK620,Theresa,0,0,1,1347062400,should say diet,It has artificial sweetener which not only taste bad to me but also gives me a headache. This should say light or diet to let the buyer know this. I would have never bought it had I known. It seems like it would taste good otherwise.,negative
155525,B000FFLHU2,A28CSPSO2PWEE0,Elizabeth Lee,11,22,1,1170460800,disappointed,"When I recived my maca powder a lot of  it had leaked out in the shipping box.  I seems that you can't return grocery items so I feel basically cheated out of $15 bucks, because who wants to eat somthing that was shipped in a box damaged enough to leak. So..I say buyer beware",negative
87599,B003JHLY7O,A3DO3LCHACUERF,johnsonsm,0,0,2,1337040000,Bullysticks,Not pleased with size of bullysticks. Very small & skinny. Will go back to previous vendor. Bullysticks are usually bigger and thicker. At least the ones I've gotten in the past. This time we tried a new vendor...,negative
376274,B002WQ21NY,A25K5P0DADK6JC,Traci J.,1,1,5,1329782400,Delicious!!,"Wow... I was so happy to try this pasta for the first time, it tasted just like regular pasta! I've tried quite a few gluten free pastas since going gluten free, and this is by far the best in texture, taste, overall similarity to the ""real"" thing. Thank you Heartland!!!",positive
64809,B0038B38BQ,A14RZ8055OH7UY,Gluten-free dad,3,3,5,1297123200,I drink this every day,"For close to 2 years now, I have been drinking this every morning.  When the entire family gets a cold, I still get it, but mine starts later, and ends before the rest of my family.  I have found that the powder needs to be mixed with a little bit of yogurt before adding milk.  It just doesn't dissolve in milk very well.  But does great in yogurt.  I used to get hungry by 10am and need to constantly snack until lunch.  But between the super food drink and maybe a muffin, I can eat lunch a little later (1:00 instead of 11:30).<br /><br />I know this is the kids version, but I enjoy the taste of this one so much more than either the chocolate or berry in the adult version.<br /><br />My only complaint is that it would be nice if Amazon would carry the larger 100 scoop size of this.",positive
74768,B0026RQTGE,A2M9SS7VM3MVLP,Todd Lisle,0,0,5,1343433600,My dogs love these!!,"As soon as my dogs hear that I open the box they come running.  They absolutely love these chews! Don't know what it is, but they're irresistable to my dogs!",positive
245768,B004OAZ36I,A3LE2M9E5Q1YG0,janeller,1,4,1,1333324800,not worth it,"Sample pack is full of off the wall flavors, not worth the money, most I cannot drink. You are better off buying flavors you like from the grocery store.",negative
310854,B000Y6Z0DM,A14IHS5CU1LSZR,Kristen Bacus,0,2,1,1330646400,They can't claim it doesn't purge your system...,"I purchased this because I was watching the Reluctantly Healthy videos on yahoo, and one of them said drinking green powder is good for you. This was the first thing that came up on amazon when I searched 'green powder'. The price was reasonable ($15.00) but when I opened it, it has a strong smell of raspberry and acai berry. When you make it, because its more ground up veggies than powder, it periodically sinks to the bottom so you have to stir it when you want a drink. To mew it tasted like a mixture of pet store food and the acai berry, which I'm not a fan of. The drink gave me a headache, and at the end of my work day it had made me so sick i ended up having to pull over on the side of the road and throw up.",negative
530348,B000YDNXUW,APC1QL9A7I3NU,J Clare,0,0,4,1286755200,"Easy, delicious meal!",We received this as a gift and I tried this a couple of days ago when we needed a quick dinner and I wasn't feeling well. The spices were perfect- and the ingredients all by themselves worked great for us. We prepared according to the simple directions- no creativity at all on our part. Can't wait to make it again and try a little of our own flare to it! Also plan to purchase more for gifts...,positive
124747,B0045X7H9A,A3QP8D105402C0,"Pete in Evanston, IL ""psattler""",1,1,5,1318118400,No coffee jitters,"Works great for me.  No coffee jitters.  Increased alertness for about 5 hours.  Doesn't taste bad.  I actually prefer to sip this, like an espresso, rather than drink it all at once.",positive
421779,B004Q7IX2A,A2WS6FMF750EI9,"Amy Steele ""quirky mama""",3,4,2,1296172800,Throw Into Montauk's Waters,"This is the only kind of Pepperidge Farm cookies that I have had in my lifetime that are just terrible. Very strange...the chips are great, but the cookie part of, well, these cookies, has a nondescript, bland, processed/white-sugar taste. No, you cannot compare the taste to a sugar cookie- it's like an alien's version of a chocolate-chip cookie hastily made in order to use to lure a human to its/his/her spacecraft. The brown sugar is just not kickin' here, so just kick these to the curb.",negative
392819,B003VXL0V6,A1B5T3IUHLZ2UU,"Stacie Gregory ""ThriftyMama""",7,10,1,1295222400,FLAVORED COFFEE??,Nowhere in the description does it mention anything about this coffee being flavored. I'm still not sure what flavor it is. Some type of nut. I wrongly assumed that Jamaican coffee would be similar to the Blue Mountain coffee which Jamaica is known for! How silly of me to assume that! I hate flavored coffees so I was so disappointed to now own 2 boxes of such a horrible coffee. It only says flavored very small on the box so I didn't notice it before I opened it. Hopefully I can pawn it off to visitors and buy some regular bold coffee-flavored coffee for myself!,negative
274034,B001O1Q0NA,AH1I5RUA8MAWH,A M Y,0,0,5,1330041600,Very Happy With This Product,The flavor of the salt is very nice ! Purchased it upon reading about it's many health benefits. The price is very reasonable as well. In local health food store it costs twice as much.,positive
128810,B002LD40SW,A34YTVH0XDHWIZ,zonlyone,0,0,5,1349049600,I can't get enough!,"These are the best frozen fruit pops(?) I've ever had. I absolutely love em, and if I could I'd eat several a day I would. Storing is convenient since I don't have to freeze them right away.<br /><br />It's ridiculous how much I like these. I feel like a kid, but they are seriously that good. You get the fruit flavor which tastes like you're actually eating the fruit, not overly sweet..then you get the slightly creamy yummy flavor and texture of the coconut milk (I normally don't like coconut, but coconut milk is different). Perfect flavor combo, plus the ice that cools you off when it's hot. Perfection!<br /><br />At 50% natural vitamin C in each of the pineapple wedges, I love that that I can actually benefit from my indulgence. When my kids ask if they can have one, I'm more than happy to say yes because they are not loaded with a bunch of artificial sweeteners, colors, and whatever else you find in regular Popsicles.<br /><br />FYI: I've also tried the mango, which I like, but the pineapple is my favorite. The mango has a little less vitamin C (40%) than the pineapple, but the mango I can eat more of since too much pineapple irritates my mouth.",positive
462629,B001EO5YDE,A2AK30UF86XZ3R,"anonymous ""anonymous""",3,4,1,1307232000,This is not the same TGI Fridays,"For those of you who love the Jack Daniels steak sauce at TGI Fridays, your going to be very disappointed if you buy this and expect it to taste like that. Its simply does not taste the same as the TGIF sauce. It tastes totally different, like A1 sauce.<br /><br />Not sure why TGI Fridays doesn't get the licensing and bottle the stuff.",negative
453811,B005BYP6LI,A7I38Q6F0B19L,D. Nettle,0,0,5,1325808000,Great Value,I buy these keenan farms pistachios about once a month.  Rarely an empty or one requiring a jack hammer to open! They are delicious too!,positive
389762,B0008IT4OM,A2I07IKWUM2UFF,Tricia Prewitt,71,81,2,1169078400,Betty Crocker frosting in a fancy package,"They charged me $10.00 for shipping and handling.  I figured, okay, it is in a temperature secure package and they rush it because it is perishable, but no, it came in a regular box, and it was sent out before a holiday weekend, so it spent extra time floating around.  Once it arrived it was not 'individualy wrapped', but two large bags in one box.  The main ingredient if vegetable shortening and the flavor and texture is about the same as frosting off the baking shelves at my grocery store.  Waste of time and money, but if you aren't picky the flavor is okay.",negative
54700,B000UZS23M,A18GKCC69KPR51,Norman Girard,1,1,1,1339200000,OH OH,"I LOVE ALL OF ROLANDS OLIVES AS ANYONE CAN SEE FROM PASRT REVIEWS BUT I AM ALSO HONEST TO A T.<br />SOMEONE MIGHT LIKE THESE TYPE OF OLIVES,BUT THEY WERE CAUSTIC AND WAY WATY TO STRONG TASTING FOR ME.AND I LOVE NEW EXOTIC ITEMS.SO, ITS UP TO YOU IF YOU LIKE THIS STRONG FLAVOR,BUT NOT ME.",negative
273010,B007PA33NY,A20X5GY4M0DGB3,Jim G,0,0,1,1347494400,Shorted 8 K-Cups,"I received the package, but only received 42 K-Cups versus the advertised 50.<br /><br />Not sure what to do now...is this a common practice for these bulk shipments?",negative
177409,B004U49QU2,A17437N1L775IJ,Janet Gerber,0,0,4,1308787200,pretty good...,I like the resealable package - but unfortunately I opened on the wrong side - my bad :(<br /><br />The cookies look good - they taste pretty good - slightly weird processed salty taste - or maybe just not as sweet as I am used to - can't decide if that is good or bad.  Nice texture.,positive
162067,B000ER3QM8,A11KE6HIGM6H0P,"K. Seidl ""KSeidl""",0,0,5,1332288000,Yay!  Passed the pit chew test,"I am so grateful for this chew.  My medium sized pit has gone through everything in minutes and he gets crazy OCD about chewing.  He tore the green nubs off in minutes and thought for sure this thing was dead meat, but after that he settled into going after the ends of the bone.  I am concerned with how sharp it gets but I keep checking it for blood and don't see any.. yet.  He's probably had an hour a day with it for a week and it's not much worse for wear.",positive
123913,B000Y28HOU,A23GPBSVG12X32,sara schweitzer,0,0,5,1298073600,greatle subtle cheese flavor,"This macaroni and cheese is very good.  Lately I have not been able to eat my favorite foods, since nothing seems appealing to me, and  thinking about eating anything makes me depressed. I picked up a box of annie's which I have tried in the past, and it it hit the spot. I can eat my whole serving. The flavor of the cheese is very subtle and natural tasting, and doesn't make me feel sick after eating it like other mac and cheese. I think it's because it's all natural, since I usually never eat processed foods, but this is the exception! Thank you Annie's!",positive
243810,B001LQNVOE,A2VVBCTZDPC872,John J. Hiemenz,0,2,2,1292976000,no consistency between products,"These are 'senseo' style coffee pods.  I ordered these for a different flavor in my 'ESE' pod machine.  I had previously been using the Baronet Espresso roast pods, which are 'ESE' pods.  Packaging and description on both products simply state 'coffee pods'.  It would be a better benefit to consumers if manufacturers could at least properly identify their own product so we can make informed purchasing decisions.<br /><br />If you need senseo style coffee pods, these might be a choice for you.  If you need ESE coffee pods, stay away.<br /><br />'Senso' style coffee pods are large, loosely filled, and about 70mm in diameter.<br />'ESE' style coffee pods are smaller, tightly packed, and about 52-55mm in diameter.",negative
230158,B0060HW38O,A1P4XD7IORSEFN,"J. R. O. Neal ""Islidur""",3,3,5,1292025600,Good Stuff,My wife and I have been drinking this coffee for over 8 years and find it to be the best of everything we've tried.,positive
158772,B006GZZ9B8,A3JURT1NU1IBIB,D. Cook,0,0,5,1347667200,Sweet Treat for the Squirrels,"My squirrels...I should say, nature's squirrels who visit me love these Squirrelogs.  Fun to watch them eating...most always upside-down.  When their companions try to feed from the same log, the one in possession will hold the tree with rear feet and the whole log with front feet and continue to munch...so cute.  Healthy food, no messes to clean up like with corn cobs, deters squirrels from eating expensive bird food and provides entertainment and great photos. Very fresh when ordering from Amazon...not the same at the local stores!",positive
133509,B000I612BC,A1XY9JZOAE1B1P,Susie Q,13,13,5,1235606400,Gooseberry pie,"Fresh gooseberries and commercially prepared gooseberry pie are impossible to find, so if you like gooseberry pie, as my husband does, canned gooseberries are your only source.  The Oregon Gooseberries are the best and the label includes a recipe for the pie.  The Amazon.com price was much lower than the cost in the local supermarket for the same product.  The ""use by"" date on the can is sufficiently distant that we will have gooseberry pie twice a year for two years and use up the eight cans before they expire (each pie takes two cans of gooseberries).",positive
98561,B004GW6O9E,A2OCNYXGDJ9D9O,"B.O.B  AOJN ""would be gourmet""",0,0,4,1153353600,Cherry pie in a bar,"To take a bite is to recall a lucious<br /><br />pie, just out of the oven. Tart, but<br /><br />not sacchrine (there is NO regular<br /><br />sweetening)and satisfying, to boot!",positive
374111,B002OFUC8O,A1RRCP78CDDIOS,"Beth Wisser ""Beth""",1,1,4,1279152000,Good Fresh Jerky,I have found this brand to be more fresh than others. The jerky is somewhat soft so it is easier to bite and chew. I like it and it is a good price.,positive
47249,B0029O10P4,A26TVLT787502Y,"A. Reeves ""altoid77""",2,2,5,1329955200,Cats can't get enough,"With other treats, my cats eat a few and then they've had enough. With these treats, they'd eat the entire bag and more in one sitting, if given the chance! My female will stare at or attempt to get into the drawer where I store them. I can't feed them to my male with my fingers because he gets so excited he tries to eat my finger, too. These are definitely a favorite.",positive
137494,B000E46GGO,A3RASSV5PZTKME,"C. Murua ""silent_warrior_""",0,0,4,1228521600,Tasty!,"Having to ditch pop tarts for their extensive list of ingredients, including trans fat, I first bought the strawberry ones of this brand. I loved them, and bought and entire case here. Then I decided to try blueberry. Both are great, but I liked strawberry better. The only bad thing is that they have a lot of sugar (20g each).",positive
85960,B003ZFVXYO,A35DBWXO66S604,L. Duane Zimmerman,0,0,5,1316736000,White Grape Drink mix,"A box of 10 packets of mix will do several more than 20-30 glasses of drink.  Don't need to use entire packet per drink.  Prompt delivery, packaged safely against shipping damage.  Have not been disappointed yet with service from orders placed with Amazon!!!!",positive
340735,B002XFSQUG,A3IMX326Y5QL5Y,B. Balin,0,0,1,1263772800,very disappointed,I guess I should have checked the size before I bought it but they are impossible to play with and are better suited for a GI Joe figurine than a boy.,negative
120789,B005K4Q37A,A26DCUCEUFANI8,sc,2,2,1,1329004800,instant coffee powder!!!!!!,"Not fresh brewed coffee, feel bad~!!Cream and sugar added!!Too sweet. I prefer pure coffee than this one. If I want instant coffee powder, what's the point to buy one cup?",negative
476477,B003BLNZ20,A2TFHMXBU9HG3P,P. Myers,1,1,5,1269993600,real meat treat,"My dogs love all the products these folks make and there is no hesitation to gobble them up. Very convenient, real quality ingredients like chicken, carrots, parsley, beets, 50% protein, 4% fat, 6% fiber, 8% moisture. Nothing you don't want to feed a dog that is on either a raw diet or just plain old human grade home made diet like my two fur buddies. Highly recommend even if the price seems a bit high. You do get a nice size bag with shelf stable patties for a nice doggy snack.",positive
289893,B000AYFCF4,ADMZ5C2V6SC57,J. Mitchell,2,4,2,1247184000,"Great cookie, crazy high price","I've really enjoyed these cookies, and came to Amazon as this one is hard to find. Much to my SHOCK the price is 60+ dollars.. and it shows they used to be 30.00 and some change? Huh?? Other cookies by Murray are more reasonable. No way will I buy them at this incredible markup :-P",negative
185565,B004ZJLZYC,A18LMQLM5AJAJS,emmu,0,5,1,1331769600,False add.,"The add is miss leading Numi Tea Aged Puerh Tea Brick, 6 Units 13.2 oz.  The price is next and does not say one unit.  The tea is great the add is miss leading.",negative
476557,B000LKVRVA,AWM1KZ2MDOVWJ,"A. Winters ""Be good humans.""",0,1,5,1193356800,Great fake jerkey!,"This is a great substitute if you're vegetarian. The problem is, when it is stale, it's very hard to chew* (but still tastes good). When it is fresh, it is absolutely awesome. Stonewall's is my favorite brand of vegetarian jerkey. I like mild best, and teriyaki is my second favorite. Both of these flavors are safe if you avoid spicy stuff like I do. If you like things hot, try some of the other flavors!<br /><br />*Edit: Someone suggested heating in microwave for about 10 seconds to soften it, and that works beautifully!",positive
122374,B004M63EI8,A1GGWEX2RW0IRW,J. Sears,0,0,5,1341360000,Tully House Blend A++,"Like many, I have cycled through many different brands and k-cups, searching for the perfect blend to satisfy my taste buds.  I prefer a medium roast, but slightly bold.  Tullys House blend fits that bill perfectly for me and my fiance.  The flavor is mild but not flavorless like some other medium blends, and bold enough to wake me up.",positive
380083,B000FFPXC0,A204906HLJ443E,Chanteuse,2,2,5,1309219200,I absolutely LOVE it!,"Instant oatmeal is the ideal healthy fast fuel.  I choose original flavor so that I can add whatever I want with it (3-in-1 coffee mix, instant noodle soup base packet, honey packet, powder milk, hot chocolate packet, any savory spices/paste/solids, last night's left over food, etc.).  When eating it without additive, it tastes just as good!  It doesn't have the artificial taste that Trader Joe's and Quaker Oats' instant oatmeal packet has.  After cooking it in hot water, it thickens and becomes creamy.  If you only add boiling water and cover the bowl to let it sit, it softens but will not become creamy.<br /><br />My only gripe is that each packet doesn't have too much oatmeal in comparison to Quaker Oats and Trader Joe's.  There were times I had to use 2 packets to get enough calories to get through the first 2 hours of activity (240 cal + whatever else you put in it).",positive
459863,B0000E2RMR,AMV6J8T0ZIOLO,"Nancy J. Roehm ""author and poet""",1,1,5,1260230400,all around spice use!,You can use this on many foods from eggs to steak.  Simply a fine product well worth the cost.  Try it on vegetables.  Amazing taste!,positive
392989,B003VXL0V6,A1Q8SW109EBWFN,"Gloria Reed ""gloria""",0,0,2,1317772800,Very weak,I was surprised to find out how weak this coffee is.  It has a good flavor but even on half cup it is very weak.,negative
35807,B001DTFRXM,A32R0HBCV9FCJM,nyc_girl2011,1,1,5,1336608000,VERY GOOD HONEY CURED MY H. PYLORI,I gave it 4 stars due to its size. Was quite small then pictured. It's seems smaller then 17.85 oz as indicated but can't be too sure. It is good honey and love the sweet taste. I got it for the H. Pylori which I was diagnosed with about 2 weeks ago. I read that this natural honey kills them. Lets see if that is true. Will update.<br /><br />7/18/12 Updating my initial comment above and now giving it a 5 stars because it cured my H. Pylori. Went and got retestedd and came up negitive. I did not take any antibiotics either. It also helped with my seasonal allergies. Very good honey. I just use it when drinking tea which I do regularly. It is quite expensive but worth every dollar. Give it a try won't dissapoint.,positive
